Bias,Irradiance,Current (mA),Frequency,Re(Z),Im(Z)
0.2,575,1.18E-03,4.77E+00,1.01E+05,4.34E+03
0.2,575,1.18E-03,4.47E+00,1.01E+05,4.45E+03
0.2,575,1.18E-03,4.18E+00,1.01E+05,4.27E+03
0.2,575,1.18E-03,3.92E+00,1.02E+05,4.58E+03
0.2,575,1.18E-03,3.67E+00,1.02E+05,4.41E+03
0.2,575,1.18E-03,3.43E+00,1.02E+05,4.80E+03
0.2,575,1.18E-03,3.22E+00,1.02E+05,4.78E+03
0.2,575,1.18E-03,3.01E+00,1.03E+05,4.74E+03
0.2,575,1.18E-03,2.82E+00,1.03E+05,5.08E+03
0.2,575,1.18E-03,2.64E+00,1.03E+05,5.01E+03
0.2,575,1.18E-03,2.47E+00,1.04E+05,5.01E+03
0.2,575,1.18E-03,2.31E+00,1.04E+05,4.98E+03
0.2,575,1.19E-03,2.17E+00,1.04E+05,5.05E+03
0.2,575,1.19E-03,2.03E+00,1.04E+05,5.19E+03
0.2,575,1.19E-03,1.90E+00,1.05E+05,5.12E+03
0.2,575,1.18E-03,1.78E+00,1.05E+05,5.16E+03
0.2,575,1.19E-03,1.66E+00,1.05E+05,5.12E+03
0.2,575,1.19E-03,1.56E+00,1.05E+05,5.25E+03
0.2,575,1.19E-03,1.46E+00,1.06E+05,5.11E+03
0.2,575,1.19E-03,1.36E+00,1.06E+05,5.11E+03
0.2,575,1.19E-03,1.28E+00,1.06E+05,5.17E+03
0.2,575,1.19E-03,1.20E+00,1.06E+05,5.13E+03
0.2,575,1.19E-03,1.12E+00,1.07E+05,5.10E+03
0.2,575,1.19E-03,1.05E+00,1.07E+05,5.04E+03
0.2,575,1.19E-03,9.82E-01,1.07E+05,5.08E+03
0.2,575,1.19E-03,9.19E-01,1.07E+05,5.01E+03
0.2,575,1.19E-03,8.60E-01,1.08E+05,5.00E+03
0.2,575,1.19E-03,8.06E-01,1.08E+05,5.00E+03
0.2,575,1.19E-03,7.54E-01,1.08E+05,4.91E+03
0.2,575,1.19E-03,7.06E-01,1.08E+05,4.93E+03
0.2,575,1.18E-03,6.61E-01,1.09E+05,4.83E+03
0.2,575,1.18E-03,6.19E-01,1.09E+05,4.84E+03
0.2,575,1.18E-03,5.80E-01,1.09E+05,4.78E+03
0.2,575,1.18E-03,5.43E-01,1.10E+05,4.72E+03
0.2,575,1.18E-03,5.08E-01,1.10E+05,4.57E+03
0.2,575,1.18E-03,4.76E-01,1.10E+05,4.74E+03
0.2,575,1.18E-03,4.45E-01,1.10E+05,4.61E+03
0.2,575,1.18E-03,4.17E-01,1.11E+05,4.48E+03
0.2,575,1.18E-03,3.90E-01,1.11E+05,4.53E+03
0.2,575,1.18E-03,3.65E-01,1.11E+05,4.47E+03
0.2,575,1.17E-03,3.42E-01,1.12E+05,4.48E+03
0.2,575,1.17E-03,3.20E-01,1.12E+05,4.32E+03
0.2,575,9.09E-04,3.00E-01,7.00E+04,4.25E+04
0.4,88,1.32E-04,1.00E+06,1.01E+05,3.51E+04
0.4,88,1.32E-04,9.36E+05,1.02E+05,5.88E+04
0.4,88,1.32E-04,8.77E+05,1.06E+05,7.19E+03
0.4,88,1.32E-04,8.21E+05,1.26E+05,7.48E+04
0.4,88,1.33E-04,7.68E+05,1.15E+05,6.14E+04
0.4,88,1.34E-04,7.19E+05,1.25E+05,6.31E+04
0.4,88,1.34E-04,6.74E+05,1.13E+05,6.53E+04
0.4,88,1.35E-04,6.31E+05,1.12E+05,6.47E+04
0.4,88,1.35E-04,5.90E+05,1.24E+05,7.85E+04
0.4,88,1.35E-04,5.53E+05,1.14E+05,7.24E+04
0.4,88,1.36E-04,5.17E+05,1.43E+05,9.04E+04
0.4,88,1.36E-04,4.85E+05,1.26E+05,8.82E+04
0.4,88,1.36E-04,4.54E+05,1.23E+05,8.50E+04
0.4,88,1.37E-04,4.25E+05,1.25E+05,9.48E+04
0.4,88,1.38E-04,3.98E+05,1.36E+05,9.40E+04
0.4,88,1.38E-04,3.72E+05,1.20E+05,1.14E+05
0.4,88,1.38E-04,3.49E+05,1.54E+05,1.01E+05
0.4,88,1.38E-04,3.26E+05,1.39E+05,9.85E+04
0.4,88,1.39E-04,3.06E+05,1.49E+05,1.09E+05
0.4,88,1.39E-04,2.86E+05,1.46E+05,1.19E+05
0.4,88,1.40E-04,2.68E+05,1.54E+05,1.28E+05
0.4,88,1.40E-04,2.51E+05,1.68E+05,1.19E+05
0.4,88,1.40E-04,2.35E+05,1.85E+05,1.37E+05
0.4,88,1.41E-04,2.20E+05,1.75E+05,1.29E+05
0.4,88,1.41E-04,2.06E+05,1.88E+05,1.51E+05
0.4,88,1.41E-04,1.93E+05,1.90E+05,1.30E+05
0.4,88,1.42E-04,1.80E+05,1.90E+05,1.63E+05
0.4,88,1.42E-04,1.69E+05,1.91E+05,1.45E+05
0.4,88,1.42E-04,1.58E+05,2.01E+05,1.38E+05
0.4,88,1.43E-04,1.48E+05,2.04E+05,1.60E+05
0.4,88,1.43E-04,1.39E+05,2.24E+05,1.55E+05
0.4,88,1.43E-04,1.30E+05,2.21E+05,1.64E+05
0.4,88,1.43E-04,1.21E+05,2.09E+05,1.61E+05
0.4,88,1.44E-04,1.14E+05,2.42E+05,1.73E+05
0.4,88,1.44E-04,1.06E+05,2.43E+05,1.83E+05
0.4,88,1.44E-04,9.97E+04,2.56E+05,1.80E+05
0.4,88,1.44E-04,9.33E+04,2.57E+05,1.78E+05
0.4,88,1.45E-04,8.74E+04,2.88E+05,1.82E+05
0.4,88,1.46E-04,8.18E+04,2.76E+05,1.90E+05
0.4,88,1.46E-04,7.66E+04,2.84E+05,1.99E+05
0.4,88,1.46E-04,7.17E+04,2.98E+05,1.99E+05
0.4,88,1.46E-04,6.71E+04,3.00E+05,1.91E+05
0.4,88,1.46E-04,6.29E+04,3.17E+05,2.04E+05
0.4,88,1.46E-04,5.89E+04,3.22E+05,2.05E+05
0.4,88,1.46E-04,5.51E+04,3.30E+05,2.12E+05
0.4,88,1.47E-04,5.16E+04,3.45E+05,2.17E+05
0.4,88,1.48E-04,4.83E+04,3.45E+05,2.21E+05
0.4,88,1.48E-04,4.52E+04,3.77E+05,2.12E+05
0.4,88,1.48E-04,4.23E+04,3.76E+05,2.24E+05
0.4,88,1.48E-04,3.96E+04,3.90E+05,2.18E+05
0.4,88,1.48E-04,3.71E+04,3.92E+05,2.16E+05
0.4,88,1.49E-04,3.47E+04,4.03E+05,2.20E+05
0.4,88,1.49E-04,3.25E+04,4.18E+05,2.25E+05
0.4,88,1.52E-04,3.05E+04,4.46E+05,2.28E+05
0.4,88,1.52E-04,2.85E+04,4.47E+05,2.37E+05
0.4,88,1.53E-04,2.67E+04,4.51E+05,2.35E+05
0.4,88,1.52E-04,2.50E+04,4.72E+05,2.33E+05
0.4,88,1.53E-04,2.34E+04,4.87E+05,2.38E+05
0.4,88,1.53E-04,2.19E+04,5.02E+05,2.36E+05
0.4,88,1.53E-04,2.05E+04,5.08E+05,2.35E+05
0.4,88,1.53E-04,1.92E+04,5.09E+05,2.45E+05
0.4,88,1.53E-04,1.80E+04,5.18E+05,2.47E+05
0.4,88,1.53E-04,1.68E+04,5.43E+05,2.37E+05
0.4,88,1.53E-04,1.58E+04,5.38E+05,2.47E+05
0.4,88,1.54E-04,1.48E+04,5.50E+05,2.51E+05
0.4,88,1.54E-04,1.38E+04,5.72E+05,2.48E+05
0.4,88,1.54E-04,1.29E+04,5.83E+05,2.54E+05
0.4,88,1.54E-04,1.21E+04,6.00E+05,2.47E+05
0.4,88,1.54E-04,1.13E+04,6.05E+05,2.42E+05
0.4,88,1.54E-04,1.06E+04,6.23E+05,2.47E+05
0.4,88,1.55E-04,9.94E+03,6.30E+05,2.46E+05
0.4,88,1.55E-04,9.31E+03,6.28E+05,2.45E+05
0.4,88,1.55E-04,8.71E+03,6.42E+05,2.47E+05
0.4,88,1.55E-04,8.15E+03,6.63E+05,2.42E+05
0.4,88,1.55E-04,7.63E+03,6.83E+05,2.27E+05
0.4,88,1.55E-04,7.15E+03,6.96E+05,2.32E+05
0.4,88,1.56E-04,6.69E+03,7.10E+05,2.28E+05
0.4,88,1.56E-04,6.27E+03,7.21E+05,2.24E+05
0.4,88,1.56E-04,5.87E+03,7.33E+05,2.20E+05
0.4,88,1.56E-04,5.50E+03,7.40E+05,2.21E+05
0.4,88,1.57E-04,5.14E+03,7.51E+05,2.15E+05
0.4,88,1.57E-04,4.82E+03,7.62E+05,2.10E+05
0.4,88,1.57E-04,4.51E+03,7.76E+05,2.02E+05
0.4,88,1.57E-04,4.22E+03,7.83E+05,2.01E+05
0.4,88,1.58E-04,3.95E+03,7.93E+05,1.93E+05
0.4,88,1.58E-04,3.70E+03,8.00E+05,1.89E+05
0.4,88,1.58E-04,3.46E+03,8.11E+05,1.87E+05
0.4,88,1.58E-04,3.24E+03,8.18E+05,1.81E+05
0.4,88,1.59E-04,3.04E+03,8.25E+05,1.79E+05
0.4,88,1.59E-04,2.84E+03,8.36E+05,1.70E+05
0.4,88,1.59E-04,2.66E+03,8.41E+05,1.65E+05
0.4,88,1.59E-04,2.49E+03,8.48E+05,1.60E+05
0.4,88,1.59E-04,2.33E+03,8.60E+05,1.53E+05
0.4,88,1.59E-04,2.18E+03,8.64E+05,1.49E+05
0.4,88,1.60E-04,2.05E+03,8.70E+05,1.40E+05
0.4,88,1.60E-04,1.91E+03,8.77E+05,1.34E+05
0.4,88,1.60E-04,1.79E+03,8.80E+05,1.30E+05
0.4,88,1.60E-04,1.68E+03,8.86E+05,1.23E+05
0.4,88,1.60E-04,1.57E+03,8.94E+05,1.15E+05
0.4,88,1.60E-04,1.47E+03,8.98E+05,1.09E+05
0.4,88,1.61E-04,1.38E+03,9.01E+05,1.06E+05
0.4,88,1.61E-04,1.29E+03,9.01E+05,1.01E+05
0.4,88,1.61E-04,1.21E+03,9.06E+05,9.46E+04
0.4,88,1.61E-04,1.13E+03,9.13E+05,8.62E+04
0.4,88,1.62E-04,1.06E+03,9.14E+05,8.12E+04
0.4,88,1.62E-04,9.91E+02,9.19E+05,7.69E+04
0.4,88,1.62E-04,9.28E+02,9.17E+05,7.01E+04
0.4,88,1.62E-04,8.69E+02,9.22E+05,6.68E+04
0.4,88,1.62E-04,8.13E+02,9.22E+05,6.20E+04
0.4,88,1.62E-04,7.61E+02,9.21E+05,5.50E+04
0.4,88,1.63E-04,7.13E+02,9.24E+05,5.00E+04
0.4,88,1.63E-04,6.67E+02,9.23E+05,4.66E+04
0.4,88,1.63E-04,6.25E+02,9.24E+05,4.36E+04
0.4,88,1.63E-04,5.85E+02,9.27E+05,4.00E+04
0.4,88,1.63E-04,5.48E+02,9.24E+05,3.71E+04
0.4,88,1.63E-04,5.13E+02,9.25E+05,3.36E+04
0.4,88,1.64E-04,4.80E+02,9.24E+05,2.96E+04
0.4,88,1.64E-04,4.50E+02,9.27E+05,2.44E+04
0.4,88,1.64E-04,4.21E+02,9.23E+05,2.46E+04
0.4,88,1.64E-04,3.94E+02,9.25E+05,2.06E+04
0.4,88,1.64E-04,3.69E+02,9.26E+05,1.83E+04
0.4,88,1.64E-04,3.45E+02,9.23E+05,1.75E+04
0.4,88,1.64E-04,3.23E+02,9.23E+05,1.25E+04
0.4,88,1.65E-04,3.03E+02,9.22E+05,9.49E+03
0.4,88,1.65E-04,2.83E+02,9.23E+05,7.79E+03
0.4,88,1.65E-04,2.65E+02,9.24E+05,5.72E+03
0.4,88,1.65E-04,2.48E+02,9.22E+05,5.59E+03
0.4,88,1.65E-04,2.33E+02,9.22E+05,2.68E+03
0.4,88,1.66E-04,2.18E+02,9.19E+05,-2.53E+02
0.4,88,1.65E-04,2.04E+02,9.20E+05,-7.31E+02
0.4,88,1.66E-04,1.91E+02,9.19E+05,-1.41E+03
0.4,88,1.66E-04,1.79E+02,9.17E+05,-2.23E+03
0.4,88,1.66E-04,1.67E+02,9.16E+05,-4.58E+03
0.4,88,1.66E-04,1.57E+02,9.16E+05,-6.31E+03
0.4,88,1.66E-04,1.47E+02,9.16E+05,-3.02E+03
0.4,88,1.66E-04,1.37E+02,9.15E+05,-7.83E+03
0.4,88,1.66E-04,1.29E+02,9.13E+05,-5.39E+03
0.4,88,1.66E-04,1.20E+02,9.14E+05,-8.15E+03
0.4,88,1.67E-04,1.13E+02,9.11E+05,-1.05E+04
0.4,88,1.67E-04,1.06E+02,9.11E+05,-1.02E+04
0.4,88,1.67E-04,9.88E+01,9.09E+05,-1.08E+04
0.4,88,1.67E-04,9.25E+01,9.07E+05,-1.17E+04
0.4,88,1.67E-04,8.66E+01,9.09E+05,-1.37E+04
0.4,88,1.67E-04,8.11E+01,9.08E+05,-1.32E+04
0.4,88,1.67E-04,7.59E+01,9.04E+05,-1.37E+04
0.4,88,1.67E-04,7.11E+01,9.06E+05,-1.34E+04
0.4,88,1.67E-04,6.66E+01,9.05E+05,-1.61E+04
0.4,88,1.67E-04,6.23E+01,9.04E+05,-1.27E+04
0.4,88,1.68E-04,5.83E+01,9.01E+05,-1.79E+04
0.4,88,1.68E-04,5.46E+01,9.04E+05,-1.49E+04
0.4,88,1.68E-04,5.11E+01,9.10E+05,-9.12E+03
0.4,88,1.68E-04,4.79E+01,9.09E+05,-1.14E+04
0.4,88,1.68E-04,4.48E+01,8.99E+05,-1.33E+04
0.4,88,1.68E-04,4.19E+01,8.97E+05,-1.44E+04
0.4,88,1.69E-04,3.93E+01,8.96E+05,-1.66E+04
0.4,88,1.68E-04,3.68E+01,8.94E+05,-1.48E+04
0.4,88,1.69E-04,3.44E+01,8.92E+05,-1.50E+04
0.4,88,1.69E-04,3.22E+01,8.85E+05,-5.71E+03
0.4,88,1.69E-04,3.02E+01,8.92E+05,-1.22E+04
0.4,88,1.69E-04,2.83E+01,8.95E+05,-1.48E+04
0.4,88,1.69E-04,2.65E+01,8.96E+05,-1.52E+04
0.4,88,1.69E-04,2.48E+01,8.90E+05,-1.33E+04
0.4,88,1.69E-04,2.32E+01,8.90E+05,-1.28E+04
0.4,88,1.69E-04,2.17E+01,8.90E+05,-1.39E+04
0.4,88,1.69E-04,2.03E+01,8.86E+05,-1.05E+04
0.4,88,1.69E-04,1.90E+01,8.85E+05,-1.22E+04
0.4,88,1.70E-04,1.78E+01,8.86E+05,-1.15E+04
0.4,88,1.70E-04,1.67E+01,8.86E+05,-8.10E+03
0.4,88,1.70E-04,1.56E+01,8.85E+05,-1.15E+04
0.4,88,1.70E-04,1.46E+01,8.86E+05,-1.09E+04
0.4,88,1.70E-04,1.37E+01,8.84E+05,-9.94E+03
0.4,88,1.70E-04,1.28E+01,8.84E+05,-9.31E+03
0.4,88,1.70E-04,1.20E+01,8.81E+05,-7.74E+03
0.4,88,1.70E-04,1.12E+01,8.83E+05,-6.09E+03
0.4,88,1.71E-04,1.05E+01,8.81E+05,-7.51E+03
0.4,88,1.71E-04,9.85E+00,8.83E+05,-8.04E+03
0.4,88,1.70E-04,9.22E+00,8.80E+05,-6.53E+03
0.4,88,1.71E-04,8.63E+00,8.81E+05,-5.45E+03
0.4,88,1.71E-04,8.08E+00,8.79E+05,-2.59E+03
0.4,88,1.71E-04,7.57E+00,8.81E+05,-5.34E+03
0.4,88,1.71E-04,7.08E+00,8.80E+05,-5.49E+03
0.4,88,1.71E-04,6.63E+00,8.77E+05,-2.42E+03
0.4,88,1.71E-04,6.21E+00,8.78E+05,-5.70E+03
0.4,88,1.71E-04,5.81E+00,8.82E+05,2.32E+02
0.4,88,1.71E-04,5.44E+00,8.78E+05,8.35E+01
0.4,88,1.72E-04,5.10E+00,8.80E+05,2.44E+02
0.4,88,1.71E-04,4.77E+00,8.82E+05,-4.97E+03
0.4,88,1.71E-04,4.47E+00,8.81E+05,-1.29E+03
0.4,88,1.72E-04,4.18E+00,8.78E+05,8.97E+02
0.4,88,1.72E-04,3.92E+00,8.81E+05,-3.62E+03
0.4,88,1.72E-04,3.67E+00,8.79E+05,3.75E+03
0.4,88,1.72E-04,3.43E+00,8.80E+05,-1.18E+02
0.4,88,1.72E-04,3.22E+00,8.80E+05,3.76E+03
0.4,88,1.72E-04,3.01E+00,8.79E+05,4.53E+03
0.4,88,1.73E-04,2.82E+00,8.82E+05,2.65E+03
0.4,88,1.73E-04,2.64E+00,8.80E+05,1.58E+03
0.4,88,1.73E-04,2.47E+00,8.79E+05,2.96E+03
0.4,88,1.73E-04,2.31E+00,8.78E+05,5.37E+03
0.4,88,1.73E-04,2.17E+00,8.79E+05,3.97E+03
0.4,88,1.74E-04,2.03E+00,8.81E+05,5.02E+03
0.4,88,1.74E-04,1.90E+00,8.80E+05,6.10E+03
0.4,88,1.74E-04,1.78E+00,8.79E+05,6.08E+03
0.4,88,1.74E-04,1.66E+00,8.81E+05,4.04E+03
0.4,88,1.74E-04,1.56E+00,8.82E+05,6.97E+03
0.4,88,1.74E-04,1.46E+00,8.81E+05,7.58E+03
0.4,88,1.74E-04,1.36E+00,8.80E+05,8.60E+03
0.4,88,1.75E-04,1.28E+00,8.83E+05,1.09E+04
0.4,88,1.75E-04,1.20E+00,8.79E+05,8.38E+03
0.4,88,1.75E-04,1.12E+00,8.81E+05,8.07E+03
0.4,88,1.76E-04,1.05E+00,8.79E+05,7.86E+03
0.4,88,1.76E-04,9.82E-01,8.81E+05,1.10E+04
0.4,88,1.76E-04,9.19E-01,8.86E+05,7.57E+03
0.4,88,1.77E-04,8.60E-01,8.85E+05,1.01E+04
0.4,88,1.77E-04,8.06E-01,8.82E+05,6.79E+03
0.4,88,1.77E-04,7.54E-01,8.80E+05,1.03E+04
0.4,88,1.78E-04,7.06E-01,8.83E+05,1.05E+04
0.4,88,1.78E-04,6.61E-01,8.82E+05,1.13E+04
0.4,88,1.79E-04,6.19E-01,8.81E+05,1.24E+04
0.4,88,1.79E-04,5.80E-01,8.81E+05,1.20E+04
0.4,88,1.80E-04,5.43E-01,8.83E+05,1.16E+04
0.4,88,1.80E-04,5.08E-01,8.79E+05,9.00E+03
0.4,88,1.80E-04,4.76E-01,8.79E+05,1.20E+04
0.4,88,1.81E-04,4.45E-01,8.80E+05,1.19E+04
0.4,88,1.81E-04,4.17E-01,8.81E+05,1.74E+04
0.4,88,1.82E-04,3.90E-01,8.83E+05,7.22E+03
0.4,88,1.83E-04,3.65E-01,8.80E+05,1.52E+04
0.4,88,1.84E-04,3.42E-01,8.80E+05,1.02E+04
0.4,88,1.84E-04,3.20E-01,8.75E+05,1.35E+04
0.4,88,1.85E-04,3.00E-01,8.81E+05,1.22E+04
0.4,250,4.61E-04,1.00E+06,5.45E+04,3.01E+04
0.4,250,4.64E-04,9.36E+05,5.66E+04,3.64E+04
0.4,250,4.67E-04,8.77E+05,6.17E+04,3.56E+04
0.4,250,4.70E-04,8.21E+05,5.98E+04,3.33E+04
0.4,250,4.72E-04,7.68E+05,6.39E+04,3.69E+04
0.4,250,4.75E-04,7.19E+05,6.17E+04,3.75E+04
0.4,250,4.77E-04,6.74E+05,6.57E+04,3.76E+04
0.4,250,4.79E-04,6.31E+05,6.92E+04,4.29E+04
0.4,250,4.82E-04,5.90E+05,6.99E+04,4.01E+04
0.4,250,4.84E-04,5.53E+05,6.79E+04,4.38E+04
0.4,250,4.87E-04,5.17E+05,7.21E+04,4.29E+04
0.4,250,4.88E-04,4.85E+05,7.25E+04,4.98E+04
0.4,250,4.90E-04,4.54E+05,8.05E+04,5.19E+04
0.4,250,4.92E-04,4.25E+05,7.20E+04,5.17E+04
0.4,250,4.94E-04,3.98E+05,7.95E+04,5.05E+04
0.4,250,4.95E-04,3.72E+05,8.15E+04,5.25E+04
0.4,250,4.97E-04,3.49E+05,8.21E+04,5.25E+04
0.4,250,4.98E-04,3.26E+05,8.37E+04,5.43E+04
0.4,250,5.00E-04,3.06E+05,8.79E+04,5.57E+04
0.4,250,5.02E-04,2.86E+05,8.57E+04,5.74E+04
0.4,250,5.04E-04,2.68E+05,8.96E+04,6.15E+04
0.4,250,5.04E-04,2.51E+05,9.37E+04,6.36E+04
0.4,250,5.06E-04,2.35E+05,9.99E+04,5.71E+04
0.4,250,5.07E-04,2.20E+05,1.01E+05,6.09E+04
0.4,250,5.09E-04,2.06E+05,9.95E+04,6.69E+04
0.4,250,5.10E-04,1.93E+05,1.02E+05,6.93E+04
0.4,250,5.11E-04,1.80E+05,1.04E+05,6.84E+04
0.4,250,5.12E-04,1.69E+05,1.13E+05,6.64E+04
0.4,250,5.14E-04,1.58E+05,1.12E+05,7.22E+04
0.4,250,5.15E-04,1.48E+05,1.13E+05,7.32E+04
0.4,250,5.16E-04,1.39E+05,1.22E+05,7.38E+04
0.4,250,5.17E-04,1.30E+05,1.22E+05,7.19E+04
0.4,250,5.19E-04,1.21E+05,1.23E+05,7.56E+04
0.4,250,5.20E-04,1.14E+05,1.26E+05,7.48E+04
0.4,250,5.20E-04,1.06E+05,1.29E+05,7.60E+04
0.4,250,5.21E-04,9.97E+04,1.38E+05,7.81E+04
0.4,250,5.22E-04,9.33E+04,1.38E+05,8.23E+04
0.4,250,5.23E-04,8.74E+04,1.43E+05,8.12E+04
0.4,250,5.24E-04,8.18E+04,1.46E+05,8.47E+04
0.4,250,5.25E-04,7.66E+04,1.49E+05,8.58E+04
0.4,250,5.25E-04,7.17E+04,1.54E+05,8.68E+04
0.4,250,5.26E-04,6.71E+04,1.59E+05,8.45E+04
0.4,250,5.27E-04,6.29E+04,1.62E+05,8.71E+04
0.4,250,5.28E-04,5.89E+04,1.65E+05,8.93E+04
0.4,250,5.28E-04,5.51E+04,1.68E+05,9.00E+04
0.4,250,5.29E-04,5.16E+04,1.72E+05,9.06E+04
0.4,250,5.31E-04,4.83E+04,1.77E+05,9.19E+04
0.4,250,5.31E-04,4.52E+04,1.81E+05,9.32E+04
0.4,250,5.32E-04,4.23E+04,1.89E+05,9.17E+04
0.4,250,5.32E-04,3.96E+04,1.90E+05,9.29E+04
0.4,250,5.33E-04,3.71E+04,1.94E+05,9.47E+04
0.4,250,5.34E-04,3.47E+04,2.02E+05,9.34E+04
0.4,250,5.35E-04,3.25E+04,2.04E+05,9.42E+04
0.4,250,5.35E-04,3.05E+04,2.08E+05,9.41E+04
0.4,250,5.36E-04,2.85E+04,2.15E+05,9.50E+04
0.4,250,5.36E-04,2.67E+04,2.19E+05,9.67E+04
0.4,250,5.37E-04,2.50E+04,2.23E+05,9.68E+04
0.4,250,5.38E-04,2.34E+04,2.32E+05,9.68E+04
0.4,250,5.38E-04,2.19E+04,2.33E+05,9.52E+04
0.4,250,5.39E-04,2.05E+04,2.38E+05,9.57E+04
0.4,250,5.39E-04,1.92E+04,2.43E+05,9.50E+04
0.4,250,5.40E-04,1.80E+04,2.49E+05,9.29E+04
0.4,250,5.41E-04,1.68E+04,2.53E+05,9.21E+04
0.4,250,5.41E-04,1.58E+04,2.59E+05,9.29E+04
0.4,250,5.41E-04,1.48E+04,2.63E+05,9.03E+04
0.4,250,5.42E-04,1.38E+04,2.66E+05,8.96E+04
0.4,250,5.42E-04,1.29E+04,2.71E+05,9.01E+04
0.4,250,5.43E-04,1.21E+04,2.75E+05,8.90E+04
0.4,250,5.43E-04,1.13E+04,2.80E+05,8.65E+04
0.4,250,5.44E-04,1.06E+04,2.84E+05,8.32E+04
0.4,250,5.45E-04,9.94E+03,2.87E+05,8.22E+04
0.4,250,5.45E-04,9.31E+03,2.91E+05,7.88E+04
0.4,250,5.46E-04,8.71E+03,2.97E+05,7.84E+04
0.4,250,5.46E-04,8.15E+03,3.01E+05,7.71E+04
0.4,250,5.47E-04,7.63E+03,3.02E+05,7.52E+04
0.4,250,5.47E-04,7.15E+03,3.06E+05,7.13E+04
0.4,250,5.47E-04,6.69E+03,3.11E+05,7.06E+04
0.4,250,5.48E-04,6.27E+03,3.13E+05,6.76E+04
0.4,250,5.49E-04,5.87E+03,3.16E+05,6.47E+04
0.4,250,5.49E-04,5.50E+03,3.18E+05,6.40E+04
0.4,250,5.50E-04,5.14E+03,3.23E+05,6.33E+04
0.4,250,5.51E-04,4.82E+03,3.25E+05,6.00E+04
0.4,250,5.51E-04,4.51E+03,3.27E+05,5.89E+04
0.4,250,5.52E-04,4.22E+03,3.28E+05,5.50E+04
0.4,250,5.52E-04,3.95E+03,3.31E+05,5.35E+04
0.4,250,5.53E-04,3.70E+03,3.33E+05,5.20E+04
0.4,250,5.53E-04,3.46E+03,3.36E+05,4.78E+04
0.4,250,5.54E-04,3.24E+03,3.37E+05,4.68E+04
0.4,250,5.55E-04,3.04E+03,3.40E+05,4.47E+04
0.4,250,5.55E-04,2.84E+03,3.40E+05,4.31E+04
0.4,250,5.56E-04,2.66E+03,3.43E+05,3.98E+04
0.4,250,5.56E-04,2.49E+03,3.46E+05,4.03E+04
0.4,250,5.57E-04,2.33E+03,3.45E+05,3.57E+04
0.4,250,5.57E-04,2.18E+03,3.48E+05,3.63E+04
0.4,250,5.58E-04,2.05E+03,3.50E+05,3.35E+04
0.4,250,5.58E-04,1.91E+03,3.49E+05,3.16E+04
0.4,250,5.58E-04,1.79E+03,3.51E+05,2.92E+04
0.4,250,5.59E-04,1.68E+03,3.51E+05,2.88E+04
0.4,250,5.59E-04,1.57E+03,3.51E+05,2.51E+04
0.4,250,5.60E-04,1.47E+03,3.53E+05,2.23E+04
0.4,250,5.61E-04,1.38E+03,3.53E+05,2.23E+04
0.4,250,5.61E-04,1.29E+03,3.55E+05,1.97E+04
0.4,250,5.61E-04,1.21E+03,3.55E+05,1.97E+04
0.4,250,5.61E-04,1.13E+03,3.56E+05,1.66E+04
0.4,250,5.62E-04,1.06E+03,3.57E+05,1.48E+04
0.4,250,5.62E-04,9.91E+02,3.57E+05,1.23E+04
0.4,250,5.62E-04,9.28E+02,3.57E+05,1.25E+04
0.4,250,5.62E-04,8.69E+02,3.57E+05,9.72E+03
0.4,250,5.63E-04,8.13E+02,3.58E+05,7.62E+03
0.4,250,5.63E-04,7.61E+02,3.59E+05,6.47E+03
0.4,250,5.64E-04,7.13E+02,3.59E+05,5.08E+03
0.4,250,5.64E-04,6.67E+02,3.59E+05,4.20E+03
0.4,250,5.65E-04,6.25E+02,3.58E+05,1.25E+03
0.4,250,5.65E-04,5.85E+02,3.58E+05,1.33E+03
0.4,250,5.65E-04,5.48E+02,3.57E+05,-1.61E+03
0.4,250,5.66E-04,5.13E+02,3.56E+05,-2.68E+03
0.4,250,5.66E-04,4.80E+02,3.56E+05,-3.74E+03
0.4,250,5.66E-04,4.50E+02,3.56E+05,-5.11E+03
0.4,250,5.66E-04,4.21E+02,3.56E+05,-6.31E+03
0.4,250,5.67E-04,3.94E+02,3.54E+05,-7.94E+03
0.4,250,5.67E-04,3.69E+02,3.54E+05,-9.78E+03
0.4,250,5.67E-04,3.45E+02,3.53E+05,-9.76E+03
0.4,250,5.67E-04,3.23E+02,3.52E+05,-1.07E+04
0.4,250,5.68E-04,3.03E+02,3.50E+05,-1.26E+04
0.4,250,5.68E-04,2.83E+02,3.50E+05,-1.31E+04
0.4,250,5.68E-04,2.65E+02,3.50E+05,-1.47E+04
0.4,250,5.69E-04,2.48E+02,3.48E+05,-1.35E+04
0.4,250,5.69E-04,2.33E+02,3.45E+05,-1.62E+04
0.4,250,5.69E-04,2.18E+02,3.46E+05,-1.60E+04
0.4,250,5.69E-04,2.04E+02,3.44E+05,-1.64E+04
0.4,250,5.70E-04,1.91E+02,3.43E+05,-1.72E+04
0.4,250,5.70E-04,1.79E+02,3.43E+05,-1.78E+04
0.4,250,5.70E-04,1.67E+02,3.40E+05,-1.75E+04
0.4,250,5.71E-04,1.57E+02,3.39E+05,-1.86E+04
0.4,250,5.71E-04,1.47E+02,3.38E+05,-1.86E+04
0.4,250,5.71E-04,1.37E+02,3.36E+05,-1.93E+04
