Bias,Irradiance,Current (mA),Frequency,Re(Z),Im(Z)
0.2,490,6.53E-04,5.90E+05,3.38E+04,1.72E+04
0.2,490,6.59E-04,5.53E+05,3.43E+04,1.69E+04
0.2,490,6.62E-04,5.17E+05,3.49E+04,1.90E+04
0.2,490,6.67E-04,4.85E+05,3.57E+04,1.96E+04
0.2,490,6.70E-04,4.54E+05,3.66E+04,1.93E+04
0.2,490,6.74E-04,4.25E+05,3.67E+04,1.90E+04
0.2,490,6.77E-04,3.98E+05,3.79E+04,1.97E+04
0.2,490,6.81E-04,3.72E+05,3.96E+04,2.09E+04
0.2,490,6.84E-04,3.49E+05,3.90E+04,2.04E+04
0.2,490,6.87E-04,3.26E+05,4.00E+04,2.15E+04
0.2,490,6.90E-04,3.06E+05,4.07E+04,2.21E+04
0.2,490,6.94E-04,2.86E+05,4.07E+04,2.39E+04
0.2,490,6.96E-04,2.68E+05,4.19E+04,2.46E+04
0.2,490,6.99E-04,2.51E+05,4.28E+04,2.47E+04
0.2,490,7.02E-04,2.35E+05,4.38E+04,2.58E+04
0.2,490,7.05E-04,2.20E+05,4.43E+04,2.54E+04
0.2,490,7.08E-04,2.06E+05,4.53E+04,2.70E+04
0.2,490,7.10E-04,1.93E+05,4.68E+04,2.78E+04
0.2,490,7.12E-04,1.80E+05,4.85E+04,2.81E+04
0.2,490,7.15E-04,1.69E+05,4.90E+04,2.90E+04
0.2,490,7.17E-04,1.58E+05,4.99E+04,3.00E+04
0.2,490,7.19E-04,1.48E+05,5.15E+04,3.00E+04
0.2,490,7.21E-04,1.39E+05,5.33E+04,3.17E+04
0.2,490,7.24E-04,1.30E+05,5.43E+04,3.19E+04
0.2,490,7.25E-04,1.21E+05,5.48E+04,3.29E+04
0.2,490,7.27E-04,1.14E+05,5.73E+04,3.44E+04
0.2,490,7.30E-04,1.06E+05,5.77E+04,3.48E+04
0.2,490,7.32E-04,9.97E+04,5.99E+04,3.62E+04
0.2,490,7.33E-04,9.33E+04,6.15E+04,3.67E+04
0.2,490,7.35E-04,8.74E+04,6.37E+04,3.69E+04
0.2,490,7.37E-04,8.18E+04,6.51E+04,3.83E+04
0.2,490,7.39E-04,7.66E+04,6.70E+04,3.91E+04
0.2,490,7.40E-04,7.17E+04,6.80E+04,3.93E+04
0.2,490,7.42E-04,6.71E+04,7.05E+04,4.04E+04
0.2,490,7.43E-04,6.29E+04,7.27E+04,4.13E+04
0.2,490,7.44E-04,5.89E+04,7.45E+04,4.17E+04
0.2,490,7.46E-04,5.51E+04,7.68E+04,4.25E+04
0.2,490,7.47E-04,5.16E+04,7.93E+04,4.28E+04
0.2,490,7.49E-04,4.83E+04,8.07E+04,4.33E+04
0.2,490,7.50E-04,4.52E+04,8.38E+04,4.42E+04
0.2,490,7.51E-04,4.23E+04,8.64E+04,4.32E+04
0.2,490,7.53E-04,3.96E+04,8.84E+04,4.43E+04
0.2,490,7.54E-04,3.71E+04,9.07E+04,4.47E+04
0.2,490,7.55E-04,3.47E+04,9.34E+04,4.45E+04
0.2,490,7.56E-04,3.25E+04,9.52E+04,4.46E+04
0.2,490,7.57E-04,3.05E+04,9.81E+04,4.44E+04
0.2,490,7.58E-04,2.85E+04,1.01E+05,4.42E+04
0.2,490,7.59E-04,2.67E+04,1.03E+05,4.40E+04
0.2,490,7.60E-04,2.50E+04,1.06E+05,4.33E+04
0.2,490,7.61E-04,2.34E+04,1.08E+05,4.29E+04
0.2,490,7.62E-04,2.19E+04,1.10E+05,4.29E+04
0.2,490,7.63E-04,2.05E+04,1.12E+05,4.17E+04
0.2,490,7.64E-04,1.92E+04,1.15E+05,4.07E+04
0.2,490,7.64E-04,1.80E+04,1.17E+05,4.07E+04
0.2,490,7.66E-04,1.68E+04,1.19E+05,3.90E+04
0.2,490,7.67E-04,1.58E+04,1.21E+05,3.85E+04
0.2,490,7.67E-04,1.48E+04,1.23E+05,3.73E+04
0.2,490,7.68E-04,1.38E+04,1.24E+05,3.61E+04
0.2,490,7.69E-04,1.29E+04,1.26E+05,3.50E+04
0.2,490,7.70E-04,1.21E+04,1.28E+05,3.40E+04
0.2,490,7.71E-04,1.13E+04,1.29E+05,3.26E+04
0.2,490,7.72E-04,1.06E+04,1.31E+05,3.13E+04
0.2,490,7.72E-04,9.94E+03,1.32E+05,3.04E+04
0.2,490,7.73E-04,9.31E+03,1.33E+05,2.89E+04
0.2,490,7.74E-04,8.71E+03,1.35E+05,2.77E+04
0.2,490,7.74E-04,8.15E+03,1.36E+05,2.66E+04
0.2,490,7.75E-04,7.63E+03,1.37E+05,2.52E+04
0.2,490,7.76E-04,7.15E+03,1.38E+05,2.41E+04
0.2,490,7.77E-04,6.69E+03,1.39E+05,2.31E+04
0.2,490,7.78E-04,6.27E+03,1.40E+05,2.16E+04
0.2,490,7.79E-04,5.87E+03,1.40E+05,2.10E+04
0.2,490,7.80E-04,5.50E+03,1.41E+05,2.01E+04
0.2,490,7.81E-04,5.14E+03,1.41E+05,1.94E+04
0.2,490,7.82E-04,4.82E+03,1.42E+05,1.81E+04
0.2,490,7.83E-04,4.51E+03,1.42E+05,1.73E+04
0.2,490,7.84E-04,4.22E+03,1.44E+05,1.60E+04
0.2,490,7.84E-04,3.95E+03,1.43E+05,1.54E+04
0.2,490,7.86E-04,3.70E+03,1.44E+05,1.46E+04
0.2,490,7.86E-04,3.46E+03,1.44E+05,1.39E+04
0.2,490,7.87E-04,3.24E+03,1.45E+05,1.29E+04
0.2,490,7.88E-04,3.04E+03,1.45E+05,1.27E+04
0.2,490,7.89E-04,2.84E+03,1.46E+05,1.16E+04
0.2,490,7.90E-04,2.66E+03,1.46E+05,1.10E+04
0.2,490,7.91E-04,2.49E+03,1.47E+05,1.02E+04
0.2,490,7.92E-04,2.33E+03,1.46E+05,9.51E+03
0.2,490,7.92E-04,2.18E+03,1.47E+05,8.50E+03
0.2,490,7.93E-04,2.05E+03,1.47E+05,8.40E+03
0.2,490,7.93E-04,1.91E+03,1.48E+05,7.88E+03
0.2,490,7.94E-04,1.79E+03,1.48E+05,7.08E+03
0.2,490,7.94E-04,1.68E+03,1.48E+05,6.55E+03
0.2,490,7.95E-04,1.57E+03,1.48E+05,6.02E+03
0.2,490,7.96E-04,1.47E+03,1.48E+05,5.50E+03
0.2,490,7.97E-04,1.38E+03,1.48E+05,4.99E+03
0.2,490,7.97E-04,1.29E+03,1.49E+05,4.14E+03
0.2,490,7.97E-04,1.21E+03,1.48E+05,3.13E+03
0.2,490,7.98E-04,1.13E+03,1.49E+05,2.93E+03
0.2,490,7.98E-04,1.06E+03,1.49E+05,2.66E+03
0.2,490,7.98E-04,9.91E+02,1.49E+05,2.48E+03
0.2,490,7.99E-04,9.28E+02,1.49E+05,1.63E+03
0.2,490,8.00E-04,8.69E+02,1.48E+05,1.04E+03
0.2,490,8.01E-04,8.13E+02,1.49E+05,4.06E+02
0.2,490,8.01E-04,7.61E+02,1.48E+05,-1.33E+02
0.2,490,8.02E-04,7.13E+02,1.48E+05,-3.12E+02
0.2,490,8.02E-04,6.67E+02,1.49E+05,-1.06E+03
0.2,490,8.03E-04,6.25E+02,1.49E+05,-1.18E+03
0.2,490,8.03E-04,5.85E+02,1.48E+05,-2.01E+03
0.2,490,8.03E-04,5.48E+02,1.48E+05,-2.12E+03
0.2,490,8.04E-04,5.13E+02,1.48E+05,-3.04E+03
0.2,490,8.04E-04,4.80E+02,1.48E+05,-3.44E+03
0.2,490,8.05E-04,4.50E+02,1.47E+05,-3.83E+03
0.2,490,8.05E-04,4.21E+02,1.47E+05,-4.02E+03
0.2,490,8.05E-04,3.94E+02,1.47E+05,-4.34E+03
0.2,490,8.05E-04,3.69E+02,1.47E+05,-4.85E+03
0.2,490,8.07E-04,3.45E+02,1.46E+05,-5.75E+03
0.2,490,8.07E-04,3.23E+02,1.46E+05,-5.50E+03
0.2,490,8.07E-04,3.03E+02,1.45E+05,-5.78E+03
0.2,490,8.08E-04,2.83E+02,1.45E+05,-6.49E+03
0.2,490,8.08E-04,2.65E+02,1.45E+05,-6.82E+03
0.2,490,8.09E-04,2.48E+02,1.44E+05,-7.28E+03
0.2,490,8.09E-04,2.33E+02,1.44E+05,-7.04E+03
0.2,490,8.10E-04,2.18E+02,1.43E+05,-7.37E+03
0.2,490,8.10E-04,2.04E+02,1.43E+05,-7.08E+03
0.2,490,8.10E-04,1.91E+02,1.41E+05,-7.71E+03
0.2,490,8.11E-04,1.79E+02,1.41E+05,-7.62E+03
0.2,490,8.11E-04,1.67E+02,1.41E+05,-8.09E+03
0.2,490,8.12E-04,1.57E+02,1.41E+05,-7.89E+03
0.2,490,8.12E-04,1.47E+02,1.39E+05,-7.75E+03
0.2,490,8.13E-04,1.37E+02,1.39E+05,-7.62E+03
0.2,490,8.13E-04,1.29E+02,1.39E+05,-7.65E+03
0.2,490,8.13E-04,1.20E+02,1.38E+05,-7.98E+03
0.2,490,8.14E-04,1.13E+02,1.38E+05,-7.41E+03
0.2,490,8.15E-04,1.06E+02,1.37E+05,-7.30E+03
0.2,490,8.14E-04,9.88E+01,1.37E+05,-6.98E+03
0.2,490,8.15E-04,9.25E+01,1.36E+05,-6.94E+03
0.2,490,8.15E-04,8.66E+01,1.36E+05,-6.61E+03
0.2,490,8.16E-04,8.11E+01,1.35E+05,-6.21E+03
0.2,490,8.16E-04,7.59E+01,1.35E+05,-6.13E+03
0.2,490,8.16E-04,7.11E+01,1.35E+05,-5.85E+03
0.2,490,8.17E-04,6.66E+01,1.34E+05,-5.69E+03
0.2,490,8.17E-04,6.23E+01,1.34E+05,-5.20E+03
0.2,490,8.17E-04,5.83E+01,1.34E+05,-4.96E+03
0.2,490,8.18E-04,5.46E+01,1.33E+05,-4.22E+03
0.2,490,8.18E-04,5.11E+01,1.33E+05,-4.17E+03
0.2,490,8.18E-04,4.79E+01,1.33E+05,-3.94E+03
0.2,490,8.19E-04,4.48E+01,1.33E+05,-3.32E+03
0.2,490,8.19E-04,4.19E+01,1.33E+05,-2.90E+03
0.2,490,8.19E-04,3.93E+01,1.32E+05,-2.84E+03
0.2,490,8.19E-04,3.68E+01,1.32E+05,-2.37E+03
0.2,490,8.20E-04,3.44E+01,1.32E+05,-1.23E+03
0.2,490,8.19E-04,3.22E+01,1.32E+05,-1.41E+03
0.2,490,8.20E-04,3.02E+01,1.32E+05,-9.97E+02
0.2,490,8.20E-04,2.83E+01,1.32E+05,-6.28E+02
0.2,490,8.21E-04,2.65E+01,1.32E+05,-5.04E+01
0.2,490,8.21E-04,2.48E+01,1.32E+05,5.31E+01
0.2,490,8.21E-04,2.32E+01,1.32E+05,3.41E+02
0.2,490,8.21E-04,2.17E+01,1.32E+05,5.25E+02
0.2,490,8.21E-04,2.03E+01,1.32E+05,1.01E+03
0.2,490,8.22E-04,1.90E+01,1.32E+05,1.17E+03
0.2,490,8.22E-04,1.78E+01,1.33E+05,1.67E+03
0.2,490,8.22E-04,1.67E+01,1.33E+05,1.73E+03
0.2,490,8.22E-04,1.56E+01,1.33E+05,1.85E+03
0.2,490,8.22E-04,1.46E+01,1.33E+05,2.45E+03
0.2,490,8.23E-04,1.37E+01,1.33E+05,2.63E+03
0.2,490,8.23E-04,1.28E+01,1.34E+05,3.01E+03
0.2,490,8.23E-04,1.20E+01,1.34E+05,3.29E+03
0.2,490,8.24E-04,1.12E+01,1.34E+05,3.19E+03
0.2,490,8.24E-04,1.05E+01,1.34E+05,3.62E+03
0.2,490,8.24E-04,9.85E+00,1.34E+05,3.75E+03
0.2,490,8.24E-04,9.22E+00,1.34E+05,4.06E+03
0.2,490,8.24E-04,8.63E+00,1.35E+05,4.15E+03
0.2,490,8.25E-04,8.08E+00,1.35E+05,4.58E+03
0.2,490,8.25E-04,7.57E+00,1.35E+05,4.52E+03
0.2,490,8.25E-04,7.08E+00,1.35E+05,4.36E+03
0.2,490,8.25E-04,6.63E+00,1.36E+05,4.78E+03
0.2,490,8.25E-04,6.21E+00,1.36E+05,4.88E+03
0.2,490,8.25E-04,5.81E+00,1.37E+05,5.04E+03
0.2,490,8.25E-04,5.44E+00,1.37E+05,4.98E+03
0.2,490,8.26E-04,5.10E+00,1.37E+05,5.17E+03
0.2,490,8.26E-04,4.77E+00,1.37E+05,5.31E+03
0.2,490,8.26E-04,4.47E+00,1.37E+05,5.33E+03
0.2,490,8.26E-04,4.18E+00,1.38E+05,5.25E+03
0.2,490,8.27E-04,3.92E+00,1.38E+05,5.62E+03
0.2,490,8.27E-04,3.67E+00,1.38E+05,5.62E+03
0.2,490,8.27E-04,3.43E+00,1.38E+05,5.62E+03
0.2,490,8.28E-04,3.22E+00,1.39E+05,5.94E+03
0.2,490,8.28E-04,3.01E+00,1.39E+05,5.74E+03
0.2,490,8.28E-04,2.82E+00,1.39E+05,5.73E+03
0.2,490,8.29E-04,2.64E+00,1.39E+05,5.75E+03
0.2,490,8.29E-04,2.47E+00,1.40E+05,5.41E+03
0.2,490,8.30E-04,2.31E+00,1.40E+05,5.60E+03
0.2,490,8.31E-04,2.17E+00,1.40E+05,5.59E+03
0.2,490,8.31E-04,2.03E+00,1.40E+05,5.73E+03
0.2,490,8.32E-04,1.90E+00,1.41E+05,5.56E+03
0.2,490,8.33E-04,1.78E+00,1.41E+05,5.88E+03
0.2,490,8.34E-04,1.66E+00,1.41E+05,5.66E+03
0.2,490,8.36E-04,1.56E+00,1.41E+05,5.64E+03
0.2,490,8.37E-04,1.46E+00,1.41E+05,5.55E+03
0.2,490,8.39E-04,1.36E+00,1.41E+05,5.43E+03
0.2,490,8.40E-04,1.28E+00,1.41E+05,5.43E+03
0.2,490,8.41E-04,1.20E+00,1.42E+05,5.35E+03
0.2,490,8.42E-04,1.12E+00,1.42E+05,5.59E+03
0.2,490,8.44E-04,1.05E+00,1.42E+05,5.35E+03
0.2,490,8.46E-04,9.82E-01,1.42E+05,5.51E+03
0.2,490,8.48E-04,9.19E-01,1.42E+05,5.10E+03
0.2,490,8.50E-04,8.60E-01,1.42E+05,5.29E+03
0.2,490,8.52E-04,8.06E-01,1.42E+05,5.21E+03
0.2,490,8.55E-04,7.54E-01,1.41E+05,5.09E+03
0.2,490,8.57E-04,7.06E-01,1.42E+05,5.22E+03
0.2,490,8.60E-04,6.61E-01,1.41E+05,5.01E+03
0.2,490,8.62E-04,6.19E-01,1.42E+05,5.13E+03
0.2,490,8.64E-04,5.80E-01,1.41E+05,4.77E+03
0.2,490,8.68E-04,5.43E-01,1.41E+05,5.20E+03
0.2,490,8.71E-04,5.08E-01,1.41E+05,4.72E+03
0.2,490,8.74E-04,4.76E-01,1.41E+05,5.10E+03
0.2,490,8.77E-04,4.45E-01,1.41E+05,4.64E+03
0.2,490,8.82E-04,4.17E-01,1.41E+05,5.02E+03
0.2,490,8.87E-04,3.90E-01,1.41E+05,4.63E+03
0.2,490,8.92E-04,3.65E-01,1.40E+05,4.94E+03
0.2,490,8.98E-04,3.42E-01,1.40E+05,4.66E+03
0.2,490,9.04E-04,3.20E-01,1.39E+05,4.78E+03
0.2,490,9.09E-04,3.00E-01,1.39E+05,4.67E+03
0.2,575,8.82E-04,1.00E+06,2.69E+04,9.22E+03
0.2,575,8.90E-04,9.36E+05,2.72E+04,8.85E+03
0.2,575,8.98E-04,8.77E+05,2.79E+04,9.43E+03
0.2,575,9.04E-04,8.21E+05,2.77E+04,1.06E+04
0.2,575,9.14E-04,7.68E+05,2.80E+04,1.09E+04
0.2,575,9.21E-04,7.19E+05,2.88E+04,1.06E+04
0.2,575,9.23E-04,6.74E+05,2.85E+04,1.19E+04
0.2,575,9.35E-04,6.31E+05,2.94E+04,1.16E+04
0.2,575,9.40E-04,5.90E+05,2.99E+04,1.18E+04
0.2,575,9.48E-04,5.53E+05,3.04E+04,1.29E+04
0.2,575,9.54E-04,5.17E+05,3.06E+04,1.26E+04
0.2,575,9.50E-04,4.85E+05,3.11E+04,1.34E+04
0.2,575,9.60E-04,4.54E+05,3.15E+04,1.40E+04
0.2,575,9.63E-04,4.25E+05,3.19E+04,1.40E+04
0.2,575,9.68E-04,3.98E+05,3.18E+04,1.50E+04
0.2,575,9.72E-04,3.72E+05,3.32E+04,1.49E+04
0.2,575,9.79E-04,3.49E+05,3.43E+04,1.58E+04
0.2,575,9.86E-04,3.26E+05,3.40E+04,1.58E+04
0.2,575,9.89E-04,3.06E+05,3.46E+04,1.63E+04
0.2,575,9.91E-04,2.86E+05,3.51E+04,1.68E+04
0.2,575,9.98E-04,2.68E+05,3.61E+04,1.73E+04
0.2,575,1.00E-03,2.51E+05,3.67E+04,1.81E+04
0.2,575,1.00E-03,2.35E+05,3.76E+04,1.81E+04
0.2,575,1.01E-03,2.20E+05,3.85E+04,1.88E+04
0.2,575,1.01E-03,2.06E+05,3.90E+04,1.93E+04
0.2,575,1.02E-03,1.93E+05,4.00E+04,1.97E+04
0.2,575,1.02E-03,1.80E+05,4.04E+04,2.04E+04
0.2,575,1.03E-03,1.69E+05,4.13E+04,2.11E+04
0.2,575,1.03E-03,1.58E+05,4.22E+04,2.18E+04
0.2,575,1.03E-03,1.48E+05,4.31E+04,2.31E+04
0.2,575,1.03E-03,1.39E+05,4.40E+04,2.27E+04
0.2,575,1.03E-03,1.30E+05,4.54E+04,2.34E+04
0.2,575,1.04E-03,1.21E+05,4.65E+04,2.41E+04
0.2,575,1.06E-03,1.14E+05,4.80E+04,2.64E+04
0.2,575,1.06E-03,1.06E+05,4.88E+04,2.75E+04
0.2,575,1.07E-03,9.97E+04,5.05E+04,2.80E+04
0.2,575,1.07E-03,9.33E+04,5.19E+04,2.86E+04
0.2,575,1.07E-03,8.74E+04,5.34E+04,2.87E+04
0.2,575,1.07E-03,8.18E+04,5.40E+04,3.00E+04
0.2,575,1.07E-03,7.66E+04,5.60E+04,3.03E+04
0.2,575,1.08E-03,7.17E+04,5.76E+04,3.08E+04
0.2,575,1.08E-03,6.71E+04,5.92E+04,3.14E+04
0.2,575,1.08E-03,6.29E+04,6.06E+04,3.18E+04
0.2,575,1.08E-03,5.89E+04,6.24E+04,3.25E+04
0.2,575,1.08E-03,5.51E+04,6.39E+04,3.20E+04
0.2,575,1.09E-03,5.16E+04,6.65E+04,3.30E+04
0.2,575,1.09E-03,4.83E+04,6.80E+04,3.34E+04
0.2,575,1.09E-03,4.52E+04,7.00E+04,3.29E+04
0.2,575,1.09E-03,4.23E+04,7.19E+04,3.27E+04
0.2,575,1.09E-03,3.96E+04,7.34E+04,3.29E+04
0.2,575,1.10E-03,3.71E+04,7.51E+04,3.25E+04
0.2,575,1.10E-03,3.47E+04,7.71E+04,3.22E+04
0.2,575,1.10E-03,3.25E+04,7.86E+04,3.15E+04
0.2,575,1.10E-03,3.05E+04,8.06E+04,3.14E+04
0.2,575,1.10E-03,2.85E+04,8.26E+04,3.09E+04
0.2,575,1.10E-03,2.67E+04,8.45E+04,3.07E+04
0.2,575,1.10E-03,2.50E+04,8.64E+04,2.99E+04
0.2,575,1.11E-03,2.34E+04,8.77E+04,2.94E+04
0.2,575,1.11E-03,2.19E+04,8.92E+04,2.88E+04
0.2,575,1.11E-03,2.05E+04,9.03E+04,2.79E+04
0.2,575,1.11E-03,1.92E+04,9.22E+04,2.70E+04
0.2,575,1.11E-03,1.80E+04,9.33E+04,2.60E+04
0.2,575,1.11E-03,1.68E+04,9.49E+04,2.55E+04
0.2,575,1.11E-03,1.58E+04,9.59E+04,2.44E+04
0.2,575,1.11E-03,1.48E+04,9.75E+04,2.36E+04
0.2,575,1.12E-03,1.38E+04,9.79E+04,2.28E+04
0.2,575,1.12E-03,1.29E+04,9.87E+04,2.18E+04
0.2,575,1.12E-03,1.21E+04,9.99E+04,2.07E+04
0.2,575,1.12E-03,1.13E+04,1.01E+05,1.99E+04
0.2,575,1.12E-03,1.06E+04,1.02E+05,1.87E+04
0.2,575,1.12E-03,9.94E+03,1.02E+05,1.76E+04
0.2,575,1.12E-03,9.31E+03,1.03E+05,1.70E+04
0.2,575,1.12E-03,8.71E+03,1.04E+05,1.61E+04
0.2,575,1.12E-03,8.15E+03,1.04E+05,1.49E+04
0.2,575,1.12E-03,7.63E+03,1.04E+05,1.41E+04
0.2,575,1.13E-03,7.15E+03,1.05E+05,1.36E+04
0.2,575,1.13E-03,6.69E+03,1.05E+05,1.27E+04
0.2,575,1.13E-03,6.27E+03,1.06E+05,1.20E+04
0.2,575,1.13E-03,5.87E+03,1.06E+05,1.12E+04
0.2,575,1.13E-03,5.50E+03,1.06E+05,1.07E+04
0.2,575,1.13E-03,5.14E+03,1.07E+05,1.01E+04
0.2,575,1.13E-03,4.82E+03,1.07E+05,9.34E+03
0.2,575,1.14E-03,4.51E+03,1.07E+05,8.90E+03
0.2,575,1.14E-03,4.22E+03,1.07E+05,8.25E+03
0.2,575,1.14E-03,3.95E+03,1.07E+05,7.86E+03
0.2,575,1.14E-03,3.70E+03,1.08E+05,7.36E+03
0.2,575,1.14E-03,3.46E+03,1.08E+05,6.82E+03
0.2,575,1.14E-03,3.24E+03,1.08E+05,6.40E+03
0.2,575,1.14E-03,3.04E+03,1.08E+05,6.07E+03
0.2,575,1.14E-03,2.84E+03,1.08E+05,5.62E+03
0.2,575,1.15E-03,2.66E+03,1.09E+05,5.22E+03
0.2,575,1.15E-03,2.49E+03,1.08E+05,4.67E+03
0.2,575,1.15E-03,2.33E+03,1.08E+05,4.14E+03
0.2,575,1.15E-03,2.18E+03,1.09E+05,4.11E+03
0.2,575,1.15E-03,2.05E+03,1.09E+05,3.65E+03
0.2,575,1.15E-03,1.91E+03,1.09E+05,3.22E+03
0.2,575,1.15E-03,1.79E+03,1.09E+05,2.69E+03
0.2,575,1.15E-03,1.68E+03,1.09E+05,2.71E+03
0.2,575,1.15E-03,1.57E+03,1.09E+05,2.10E+03
0.2,575,1.15E-03,1.47E+03,1.09E+05,1.98E+03
0.2,575,1.16E-03,1.38E+03,1.09E+05,1.51E+03
0.2,575,1.16E-03,1.29E+03,1.09E+05,1.13E+03
0.2,575,1.16E-03,1.21E+03,1.09E+05,1.03E+03
0.2,575,1.16E-03,1.13E+03,1.09E+05,4.64E+02
0.2,575,1.16E-03,1.06E+03,1.09E+05,2.50E+02
0.2,575,1.16E-03,9.91E+02,1.09E+05,-6.16E+01
0.2,575,1.16E-03,9.28E+02,1.09E+05,-3.35E+02
0.2,575,1.16E-03,8.69E+02,1.09E+05,-3.75E+02
0.2,575,1.16E-03,8.13E+02,1.09E+05,-7.18E+02
0.2,575,1.16E-03,7.61E+02,1.09E+05,-1.11E+03
0.2,575,1.16E-03,7.13E+02,1.09E+05,-1.30E+03
0.2,575,1.16E-03,6.67E+02,1.09E+05,-1.94E+03
0.2,575,1.16E-03,6.25E+02,1.09E+05,-2.20E+03
0.2,575,1.16E-03,5.85E+02,1.09E+05,-2.61E+03
0.2,575,1.16E-03,5.48E+02,1.09E+05,-2.87E+03
0.2,575,1.16E-03,5.13E+02,1.09E+05,-3.04E+03
0.2,575,1.16E-03,4.80E+02,1.09E+05,-3.07E+03
0.2,575,1.16E-03,4.50E+02,1.08E+05,-3.65E+03
0.2,575,1.17E-03,4.21E+02,1.08E+05,-3.85E+03
0.2,575,1.17E-03,3.94E+02,1.08E+05,-4.16E+03
0.2,575,1.17E-03,3.69E+02,1.07E+05,-4.37E+03
0.2,575,1.17E-03,3.45E+02,1.07E+05,-4.48E+03
0.2,575,1.17E-03,3.23E+02,1.07E+05,-4.73E+03
0.2,575,1.17E-03,3.03E+02,1.07E+05,-5.17E+03
0.2,575,1.17E-03,2.83E+02,1.06E+05,-5.15E+03
0.2,575,1.17E-03,2.65E+02,1.06E+05,-5.32E+03
0.2,575,1.17E-03,2.48E+02,1.06E+05,-5.47E+03
0.2,575,1.17E-03,2.33E+02,1.05E+05,-5.67E+03
0.2,575,1.17E-03,2.18E+02,1.05E+05,-5.74E+03
0.2,575,1.17E-03,2.04E+02,1.05E+05,-6.12E+03
0.2,575,1.17E-03,1.91E+02,1.04E+05,-6.05E+03
0.2,575,1.17E-03,1.79E+02,1.04E+05,-5.96E+03
0.2,575,1.17E-03,1.67E+02,1.03E+05,-5.83E+03
0.2,575,1.17E-03,1.57E+02,1.03E+05,-6.03E+03
0.2,575,1.17E-03,1.47E+02,1.03E+05,-5.99E+03
0.2,575,1.17E-03,1.37E+02,1.02E+05,-5.93E+03
0.2,575,1.17E-03,1.29E+02,1.02E+05,-6.05E+03
0.2,575,1.17E-03,1.20E+02,1.02E+05,-6.07E+03
0.2,575,1.17E-03,1.13E+02,1.01E+05,-5.89E+03
0.2,575,1.17E-03,1.06E+02,1.01E+05,-5.57E+03
0.2,575,1.17E-03,9.88E+01,1.01E+05,-5.67E+03
0.2,575,1.17E-03,9.25E+01,1.00E+05,-5.30E+03
0.2,575,1.18E-03,8.66E+01,9.99E+04,-5.17E+03
0.2,575,1.18E-03,8.11E+01,9.93E+04,-5.22E+03
0.2,575,1.18E-03,7.59E+01,9.92E+04,-4.76E+03
0.2,575,1.18E-03,7.11E+01,9.91E+04,-4.30E+03
0.2,575,1.18E-03,6.66E+01,9.88E+04,-4.36E+03
0.2,575,1.18E-03,6.23E+01,9.84E+04,-4.13E+03
0.2,575,1.18E-03,5.83E+01,9.82E+04,-3.94E+03
0.2,575,1.18E-03,5.46E+01,9.81E+04,-3.49E+03
0.2,575,1.18E-03,5.11E+01,9.80E+04,-3.27E+03
0.2,575,1.18E-03,4.79E+01,9.77E+04,-3.09E+03
0.2,575,1.18E-03,4.48E+01,9.75E+04,-2.70E+03
0.2,575,1.18E-03,4.19E+01,9.77E+04,-2.52E+03
0.2,575,1.18E-03,3.93E+01,9.75E+04,-2.13E+03
0.2,575,1.18E-03,3.68E+01,9.73E+04,-1.81E+03
0.2,575,1.18E-03,3.44E+01,9.72E+04,-1.78E+03
0.2,575,1.18E-03,3.22E+01,9.72E+04,-1.56E+03
0.2,575,1.18E-03,3.02E+01,9.74E+04,-1.17E+03
0.2,575,1.18E-03,2.83E+01,9.71E+04,-6.64E+02
0.2,575,1.18E-03,2.65E+01,9.71E+04,-5.83E+02
0.2,575,1.18E-03,2.48E+01,9.71E+04,-4.69E+02
0.2,575,1.18E-03,2.32E+01,9.70E+04,-7.79E+01
0.2,575,1.18E-03,2.17E+01,9.72E+04,3.84E+02
0.2,575,1.18E-03,2.03E+01,9.74E+04,6.71E+02
0.2,575,1.18E-03,1.90E+01,9.75E+04,7.69E+02
0.2,575,1.18E-03,1.78E+01,9.76E+04,9.65E+02
0.2,575,1.18E-03,1.67E+01,9.76E+04,1.23E+03
0.2,575,1.18E-03,1.56E+01,9.76E+04,1.55E+03
0.2,575,1.18E-03,1.46E+01,9.77E+04,1.51E+03
0.2,575,1.18E-03,1.37E+01,9.80E+04,1.81E+03
0.2,575,1.18E-03,1.28E+01,9.81E+04,2.02E+03
0.2,575,1.18E-03,1.20E+01,9.81E+04,2.23E+03
0.2,575,1.18E-03,1.12E+01,9.83E+04,2.63E+03
0.2,575,1.18E-03,1.05E+01,9.86E+04,2.57E+03
0.2,575,1.18E-03,9.85E+00,9.86E+04,2.63E+03
0.2,575,1.18E-03,9.22E+00,9.87E+04,3.11E+03
0.2,575,1.18E-03,8.63E+00,9.92E+04,3.17E+03
0.2,575,1.18E-03,8.08E+00,9.94E+04,3.20E+03
0.2,575,1.18E-03,7.57E+00,9.95E+04,3.43E+03
0.2,575,1.18E-03,7.08E+00,9.95E+04,3.47E+03
0.2,575,1.18E-03,6.63E+00,9.98E+04,3.81E+03
0.2,575,1.18E-03,6.21E+00,1.00E+05,3.77E+03
0.2,575,1.18E-03,5.81E+00,1.00E+05,3.71E+03
0.2,575,1.18E-03,5.44E+00,1.00E+05,3.98E+03
0.2,575,1.18E-03,5.10E+00,1.01E+05,4.32E+03
